suite,case,step,rank_in_query,node_id,operator,act_rows,act_time,act_time_sec,peak,indent,result_path
tpc-ds,q43,1,5,11,"PROJECT [s_store_name, s_store_id, sum(Case { operand: None, when_then: [(TypedExpr { kind: Nested(TypedExpr { kind: BinaryOp { left: TypedExpr { kind: ColumnRef { column_id: c15, qualifier: None, column: ""d_day_name"" }, data_type: Utf8, nullable: true }, op: Eq, right: TypedExpr { kind: Literal(String(""Sunday"")), data_type: Utf8, nullable: false } }, data_type: Boolean, nullable: true }), data_type: Boolean, nullable: true }, TypedExpr { kind: ColumnRef { column_id: c44, qualifier: None, column: ""ss_sales_price"" }, data_type: Decimal128(7, 2), nullable: true })], else_expr: Some(TypedExpr { kind: Literal(Null), data_type: Null, nullable: true }) }) AS sun_sales, sum(Case { operand: None, when_then: [(TypedExpr { kind: Nested(TypedExpr { kind: BinaryOp { left: TypedExpr { kind: ColumnRef { column_id: c15, qualifier: None, column: ""d_day_name"" }, data_type: Utf8, nullable: true }, op: Eq, right: TypedExpr { kind: Literal(String(""Monday"")), data_type: Utf8, nullable: false } }, data_type: Boolean, nullable: true }), data_type: Boolean, nullable: true }, TypedExpr { kind: ColumnRef { column_id: c44, qualifier: None, column: ""ss_sales_price"" }, data_type: Decimal128(7, 2), nullable: true })], else_expr: Some(TypedExpr { kind: Literal(Null), data_type: Null, nullable: true }) }) AS mon_sales, sum(Case { operand: None, when_then: [(TypedExpr { kind: Nested(TypedExpr { kind: BinaryOp { left: TypedExpr { kind: ColumnRef { column_id: c15, qualifier: None, column: ""d_day_name"" }, data_type: Utf8, nullable: true }, op: Eq, right: TypedExpr { kind: Literal(String(""Tuesday"")), data_type: Utf8, nullable: false } }, data_type: Boolean, nullable: true }), data_type: Boolean, nullable: true }, TypedExpr { kind: ColumnRef { column_id: c44, qualifier: None, column: ""ss_sales_price"" }, data_type: Decimal128(7, 2), nullable: true })], else_expr: Some(TypedExpr { kind: Literal(Null), data_type: Null, nullable: true }) }) AS tue_sales, sum(Case { operand: None, when_then: [(TypedExpr { kind: Nested(TypedExpr { kind: BinaryOp { left: TypedExpr { kind: ColumnRef { column_id: c15, qualifier: None, column: ""d_day_name"" }, data_type: Utf8, nullable: true }, op: Eq, right: TypedExpr { kind: Literal(String(""Wednesday"")), data_type: Utf8, nullable: false } }, data_type: Boolean, nullable: true }), data_type: Boolean, nullable: true }, TypedExpr { kind: ColumnRef { column_id: c44, qualifier: None, column: ""ss_sales_price"" }, data_type: Decimal128(7, 2), nullable: true })], else_expr: Some(TypedExpr { kind: Literal(Null), data_type: Null, nullable: true }) }) AS wed_sales, sum(Case { operand: None, when_then: [(TypedExpr { kind: Nested(TypedExpr { kind: BinaryOp { left: TypedExpr { kind: ColumnRef { column_id: c15, qualifier: None, column: ""d_day_name"" }, data_type: Utf8, nullable: true }, op: Eq, right: TypedExpr { kind: Literal(String(""Thursday"")), data_type: Utf8, nullable: false } }, data_type: Boolean, nullable: true }), data_type: Boolean, nullable: true }, TypedExpr { kind: ColumnRef { column_id: c44, qualifier: None, column: ""ss_sales_price"" }, data_type: Decimal128(7, 2), nullable: true })], else_expr: Some(TypedExpr { kind: Literal(Null), data_type: Null, nullable: true }) }) AS thu_sales, sum(Case { operand: None, when_then: [(TypedExpr { kind: Nested(TypedExpr { kind: BinaryOp { left: TypedExpr { kind: ColumnRef { column_id: c15, qualifier: None, column: ""d_day_name"" }, data_type: Utf8, nullable: true }, op: Eq, right: TypedExpr { kind: Literal(String(""Friday"")), data_type: Utf8, nullable: false } }, data_type: Boolean, nullable: true }), data_type: Boolean, nullable: true }, TypedExpr { kind: ColumnRef { column_id: c44, qualifier: None, column: ""ss_sales_price"" }, data_type: Decimal128(7, 2), nullable: true })], else_expr: Some(TypedExpr { kind: Literal(Null), data_type: Null, nullable: true }) }) AS fri_sales, sum(Case { operand: None, when_then: [(TypedExpr { kind: Nested(TypedExpr { kind: BinaryOp { left: TypedExpr { kind: ColumnRef { column_id: c15, qualifier: None, column: ""d_day_name"" }, data_type: Utf8, nullable: true }, op: Eq, right: TypedExpr { kind: Literal(String(""Saturday"")), data_type: Utf8, nullable: false } }, data_type: Boolean, nullable: true }), data_type: Boolean, nullable: true }, TypedExpr { kind: ColumnRef { column_id: c44, qualifier: None, column: ""ss_sales_price"" }, data_type: Decimal128(7, 2), nullable: true })], else_expr: Some(TypedExpr { kind: Literal(Null), data_type: Null, nullable: true }) }) AS sat_sales]",6,104.7us,0.0001047,50.8KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q43.result
tpc-ds,q44,1,1,11,"HASH AGGREGATE (GLOBAL, group by: [store_sales.ss_store_sk])",4,19.1ms,0.0191,64.3KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q44.result
tpc-ds,q44,1,2,4,"HASH AGGREGATE (LOCAL, group by: [ss1.ss_item_sk])",511978,17.0ms,0.017,5.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q44.result
tpc-ds,q44,1,3,9,"HASH AGGREGATE (LOCAL, group by: [ss_store_sk])",10775,11.5ms,0.0115,407.6KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q44.result
tpc-ds,q44,1,4,60,"HASH AGGREGATE (LOCAL, group by: [ss1.ss_item_sk])",511978,8.9ms,0.0089,5.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q44.result
tpc-ds,q44,1,5,76,WINDOW [rank()],10,6.5ms,0.0065,222.2KB,76,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q44.result
tpc-ds,q45,1,1,36,NEST LOOP JOIN (LEFT OUTER),21381,62.5ms,0.0625,81.8KB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q45.result
tpc-ds,q45,1,2,21,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [i_item_id = item.i_item_id])",21389,58.8ms,0.0588,9.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q45.result
tpc-ds,q45,1,3,14,"HASH JOIN (BROADCAST, INNER, eq: [ws_item_sk = i_item_sk])",75362,52.6ms,0.0526,12.5MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q45.result
tpc-ds,q45,1,4,29,NEST LOOP JOIN (LEFT OUTER),21362,42.3ms,0.0423,49.2KB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q45.result
tpc-ds,q45,1,5,11,"HASH JOIN (BROADCAST, INNER, eq: [c_current_addr_sk = ca_address_sk])",171362,36.8ms,0.0368,32.9MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q45.result
tpc-ds,q46,1,1,15,"HASH AGGREGATE (LOCAL, group by: [ss_ticket_number, ss_customer_sk, ss_addr_sk, bought_city])",124621,125.1ms,0.1251,4.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q46.result
tpc-ds,q46,1,2,2,SCAN tpcds.store_sales,2628655,71.2ms,0.0712,0B,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q46.result
tpc-ds,q46,1,3,26,"LOCAL TOP-N (limit=100, offset=0) [c_last_name ASC NULLS FIRST, c_first_name ASC NULLS FIRST, ca_city ASC NULLS FIRST, bought_city ASC NULLS FIRST, ss_ticket_number ASC NULLS FIRST]",9994,69.7ms,0.0697,77.2KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q46.result
tpc-ds,q46,1,4,24,"HASH JOIN (BROADCAST, INNER, eq: [customer.c_current_addr_sk = current_addr.ca_address_sk])",159694,67.7ms,0.0677,31.2MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q46.result
tpc-ds,q46,1,5,14,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_store_sk = store.s_store_sk])",113824,37.6ms,0.0376,578.5KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q46.result
tpc-ds,q47,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",2739687,367.8ms,0.3678,49.6MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q47.result
tpc-ds,q47,1,2,11,"HASH AGGREGATE (LOCAL, group by: [i_category, i_brand, s_store_name, s_company_name, d_year, d_moy])",762051,233.4ms,0.2334,52.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q47.result
tpc-ds,q47,1,3,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",655571,100.4ms,0.1004,14.5MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q47.result
tpc-ds,q47,1,4,10,"HASH JOIN (BROADCAST, INNER, eq: [ss_store_sk = s_store_sk])",654326,98.9ms,0.0989,10.6MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q47.result
tpc-ds,q47,1,5,61,"HASH JOIN (BROADCAST, INNER, eq: [v1_lag.i_category = v1.i_category, v1_lag.i_brand = v1.i_brand, v1_lag.s_store_name = v1.s_store_name, v1_lag.s_company_name = v1.s_company_name, v1_lag.rn + 1 = v1.rn])",123031,42.2ms,0.0422,38.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q47.result
tpc-ds,q48,1,1,6,"HASH JOIN (BROADCAST, INNER, eq: [ss_addr_sk = ca_address_sk])",144316,146.0ms,0.146,26.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q48.result
tpc-ds,q48,1,2,8,"HASH JOIN (BROADCAST, INNER, eq: [cd_demo_sk = ss_cdemo_sk])",306932,41.7ms,0.0417,110.4MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q48.result
tpc-ds,q48,1,3,7,GATHER,304095,16.9ms,0.0169,0B,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q48.result
tpc-ds,q48,1,4,2,SCAN tpcds.store_sales,169853,8.0ms,0.008,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q48.result
tpc-ds,q48,1,5,11,"HASH JOIN (BROADCAST, INNER, eq: [ss_store_sk = s_store_sk])",2873,3.2ms,0.0032,19.9KB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q48.result
tpc-ds,q49,1,1,56,"HASH JOIN (PARTITIONED, LEFT OUTER, eq: [sts.ss_ticket_number = sr.sr_ticket_number, store.item = sr.sr_item_sk])",1662119,308.1ms,0.3081,64.8MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q49.result
tpc-ds,q49,1,2,28,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [cs.cs_order_number = cr.cr_order_number, catalog.item = cr.cr_item_sk])",989624,165.3ms,0.1653,98.3MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q49.result
tpc-ds,q49,1,3,4,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [ws.ws_order_number = wr.wr_order_number, web.item = wr.wr_item_sk])",495786,46.6ms,0.0466,53.6MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q49.result
tpc-ds,q49,1,4,52,SCAN tpcds.store_sales (alias=sts),687109,27.9ms,0.0279,11.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q49.result
tpc-ds,q49,1,5,26,SCAN tpcds.catalog_returns (alias=cr),144067,27.7ms,0.0277,25.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q49.result
tpc-ds,q5,1,1,7,UNION ALL,9293949,121.6ms,0.1216,6.4MB,74,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q5.result
tpc-ds,q5,1,2,2,"PROJECT [store_sk AS ss_store_sk, date_sk AS ss_sold_date_sk, sales_price AS ss_ext_sales_price, profit AS ss_net_profit, CAST(0 AS Decimal128(7, 2)) AS __cse_0]",2880404,121.1ms,0.1211,8.6MB,78,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q5.result
tpc-ds,q5,1,3,115,"HASH JOIN (PARTITIONED, RIGHT OUTER, eq: [ws_item_sk = wr_item_sk, ws_order_number = wr_order_number])",862910,119.3ms,0.1193,24.9MB,80,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q5.result
tpc-ds,q5,1,4,111,SCAN tpcds.web_sales,719384,66.3ms,0.0663,14.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q5.result
tpc-ds,q5,1,5,60,UNION ALL,4743181,60.6ms,0.0606,5.1MB,74,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q5.result
tpc-ds,q50,1,1,14,"PROJECT [ss_sold_date_sk, ss_item_sk, ss_customer_sk, ss_store_sk, ss_ticket_number, sr_returned_date_sk, sr_item_sk, sr_customer_sk, sr_ticket_number, s_store_sk, s_store_name, s_company_id, s_street_number, s_street_name, s_street_type, s_suite_number, s_city, s_county, s_state, s_zip, d1.d_date_sk AS d_date_sk, d2.d_date_sk AS d_date_sk, d2.d_year AS d_year, d2.d_moy AS d_moy, sr_returned_date_sk - ss_sold_date_sk AS __cse_0]",2105,217.4ms,0.2174,4.4KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q50.result
tpc-ds,q50,1,2,9,"HASH JOIN (BROADCAST, INNER, eq: [ss_ticket_number = sr_ticket_number, ss_item_sk = sr_item_sk, ss_customer_sk = sr_customer_sk])",10883,14.8ms,0.0148,10.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q50.result
tpc-ds,q50,1,3,15,"HASH AGGREGATE (LOCAL, group by: [s_store_name, s_company_id, s_street_number, s_street_name, s_street_type, s_suite_number, s_city, s_county, s_state, s_zip])",2111,8.2ms,0.0082,655.1KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q50.result
tpc-ds,q50,1,4,3,SCAN tpcds.store_sales,422705,3.5ms,0.0035,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q50.result
tpc-ds,q50,1,5,11,"HASH JOIN (BROADCAST, INNER, eq: [d1.d_date_sk = ss_sold_date_sk])",8420,3.2ms,0.0032,16.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q50.result
tpc-ds,q51,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",554959,71.3ms,0.0713,17.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q51.result
tpc-ds,q51,1,2,5,"HASH AGGREGATE (LOCAL, group by: [ss_item_sk, d_date])",1052932,68.4ms,0.0684,71.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q51.result
tpc-ds,q51,1,3,18,"HASH AGGREGATE (LOCAL, group by: [ws_item_sk, d_date])",280495,60.0ms,0.06,42.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q51.result
tpc-ds,q51,1,4,17,"HASH JOIN (BROADCAST, INNER, eq: [ws_sold_date_sk = d_date_sk])",143280,46.8ms,0.0468,21.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q51.result
tpc-ds,q51,1,5,31,"SORT BY [item_sk ASC NULLS FIRST, d_date ASC NULLS FIRST]",1221234,25.0ms,0.025,26.8MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q51.result
tpc-ds,q52,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_sold_date_sk = dt.d_date_sk])",88769,14.3ms,0.0143,8.1MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q52.result
tpc-ds,q52,1,2,1,SCAN tpcds.store_sales,2750311,11.0ms,0.011,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q52.result
tpc-ds,q52,1,3,8,"HASH AGGREGATE (LOCAL, group by: [dt.d_year, brand, brand_id])",1810,2.4ms,0.0024,1.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q52.result
tpc-ds,q52,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_item_sk = item.i_item_sk])",2466,642.1us,0.0006421,4.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q52.result
tpc-ds,q52,1,5,6,GATHER,963,137.1us,0.0001371,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q52.result
tpc-ds,q53,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",114819,111.5ms,0.1115,15.1MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q53.result
tpc-ds,q53,1,2,11,"HASH AGGREGATE (LOCAL, group by: [tmp1.i_manufact_id, d_qoy])",21989,94.0ms,0.094,2.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q53.result
tpc-ds,q53,1,3,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",20382,19.2ms,0.0192,1.3MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q53.result
tpc-ds,q53,1,4,10,"HASH JOIN (BROADCAST, INNER, eq: [ss_store_sk = s_store_sk])",19320,11.5ms,0.0115,577.8KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q53.result
tpc-ds,q53,1,5,1,SCAN tpcds.store_sales,2685687,4.9ms,0.0049,0B,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q53.result
tpc-ds,q54,1,1,9,UNION ALL,6337365,420.2ms,0.4202,929.4KB,136,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q54.result
tpc-ds,q54,1,2,78,"HASH JOIN (BROADCAST, INNER, eq: [item_sk = i_item_sk])",48781,68.9ms,0.0689,445.3KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q54.result
tpc-ds,q54,1,3,6,"PROJECT [cs_sold_date_sk AS sold_date_sk, cs_bill_customer_sk AS customer_sk, cs_item_sk AS item_sk]",1441548,28.9ms,0.0289,3.4MB,138,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q54.result
tpc-ds,q54,1,4,81,"HASH JOIN (BROADCAST, INNER, eq: [sold_date_sk = d_date_sk])",1727,22.3ms,0.0223,1.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q54.result
tpc-ds,q54,1,5,124,"HASH JOIN (BROADCAST, INNER, eq: [ca_address_sk = c_current_addr_sk])",151498,12.2ms,0.0122,28.2MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q54.result
tpc-ds,q55,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",86371,9.9ms,0.0099,8.1MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q55.result
tpc-ds,q55,1,2,1,SCAN tpcds.store_sales,2750311,2.3ms,0.0023,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q55.result
tpc-ds,q55,1,3,8,"HASH AGGREGATE (LOCAL, group by: [brand, brand_id])",1999,1.9ms,0.0019,1.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q55.result
tpc-ds,q55,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",2725,792.3us,0.0007923,4.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q55.result
tpc-ds,q55,1,5,10,"HASH AGGREGATE (GLOBAL, group by: [brand, brand_id])",395,263.7us,0.0002637,1.5MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q55.result
tpc-ds,q56,1,1,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_addr_sk = ca_address_sk])",63219,114.1ms,0.1141,13.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q56.result
tpc-ds,q56,1,2,28,"HASH JOIN (BROADCAST, INNER, eq: [cs_bill_addr_sk = ca_address_sk])",59493,25.2ms,0.0252,14.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q56.result
tpc-ds,q56,1,3,27,GATHER,54738,17.6ms,0.0176,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q56.result
tpc-ds,q56,1,4,50,"HASH JOIN (BROADCAST, INNER, eq: [ws_bill_addr_sk = ca_address_sk])",57085,15.5ms,0.0155,14.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q56.result
tpc-ds,q56,1,5,5,SCAN tpcds.customer_address,18246,15.2ms,0.0152,3.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q56.result
tpc-ds,q57,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [cs_item_sk = i_item_sk])",1484799,162.3ms,0.1623,48.1MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q57.result
tpc-ds,q57,1,2,11,"HASH AGGREGATE (LOCAL, group by: [i_category, i_brand, cc_name, d_year, d_moy])",404465,92.8ms,0.0928,31.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q57.result
tpc-ds,q57,1,3,10,"HASH JOIN (BROADCAST, INNER, eq: [cs_call_center_sk = cc_call_center_sk])",348085,39.5ms,0.0395,6.7MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q57.result
tpc-ds,q57,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [cs_sold_date_sk = d_date_sk])",349348,34.2ms,0.0342,9.8MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q57.result
tpc-ds,q57,1,5,2,SCAN tpcds.item,18000,28.5ms,0.0285,17.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q57.result
tpc-ds,q58,1,1,7,"HASH JOIN (BROADCAST, INNER, eq: [ws_sold_date_sk = d_date_sk])",938342,228.0ms,0.228,46.0MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q58.result
tpc-ds,q58,1,2,49,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",2804311,151.2ms,0.1512,22.0MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q58.result
tpc-ds,q58,1,3,52,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",2969458,118.8ms,0.1188,47.1MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q58.result
