suite,case,step,rank_in_query,node_id,operator,act_rows,act_time,act_time_sec,peak,indent,result_path
tpc-ds,q73,1,4,8,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_store_sk = store.s_store_sk])",104864,3.0ms,0.003,7.6MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q73.result
tpc-ds,q73,1,5,11,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk])",18517,2.0ms,0.002,12.5MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q73.result
tpc-ds,q74,1,1,15,"HASH JOIN (BROADCAST, INNER, eq: [ws_bill_customer_sk = c_customer_sk])",1019119,197.5ms,0.1975,73.3MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q74.result
tpc-ds,q74,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_customer_sk = c_customer_sk])",2985453,163.6ms,0.1636,72.9MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q74.result
tpc-ds,q74,1,3,8,"HASH AGGREGATE (LOCAL, group by: [customer_id, customer_first_name, customer_last_name, year])",1161090,131.8ms,0.1318,21.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q74.result
tpc-ds,q74,1,4,19,"HASH AGGREGATE (LOCAL, group by: [customer_id, customer_first_name, customer_last_name, year])",314136,61.1ms,0.0611,7.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q74.result
tpc-ds,q74,1,5,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",1072051,52.2ms,0.0522,1.7MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q74.result
tpc-ds,q75,1,1,27,UNION ALL,819316,2.1s,2.1,6.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q75.result
tpc-ds,q75,1,2,25,"PROJECT [d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, ss_quantity - coalesce(sr_return_quantity, 0) AS sales_cnt, ss_ext_sales_price - coalesce(sr_return_amt, 0.0) AS sales_amt]",269449,2.1s,2.1,12.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q75.result
tpc-ds,q75,1,3,12,"PROJECT [d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, cs_quantity - coalesce(cr_return_quantity, 0) AS sales_cnt, cs_ext_sales_price - coalesce(cr_return_amount, 0.0) AS sales_amt]",140209,1.5s,1.5,11.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q75.result
tpc-ds,q75,1,4,29,"HASH AGGREGATE (SINGLE, group by: [d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id, sales_cnt, sales_amt])",1226766,996.6ms,0.9966,66.4MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q75.result
tpc-ds,q75,1,5,24,"HASH JOIN (PARTITIONED, LEFT OUTER, eq: [ss_ticket_number = sr_ticket_number, ss_item_sk = sr_item_sk])",826412,510.4ms,0.5104,61.4MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q75.result
tpc-ds,q76,1,1,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",283771,182.9ms,0.1829,43.1MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q76.result
tpc-ds,q76,1,2,8,"PROJECT ['store' AS channel, 'ss_store_sk' AS col_name, d_year, d_qoy, i_category, ss_ext_sales_price AS ext_sales_price]",64624,109.8ms,0.1098,158.4KB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q76.result
tpc-ds,q76,1,3,25,"PROJECT ['catalog' AS channel, 'cs_ship_addr_sk' AS col_name, d_year, d_qoy, i_category, cs_ext_sales_price AS ext_sales_price]",3575,80.9ms,0.0809,3.9KB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q76.result
tpc-ds,q76,1,4,17,UNION ALL,129418,70.5ms,0.0705,40.8KB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q76.result
tpc-ds,q76,1,5,1,SCAN tpcds.store_sales,64624,65.8ms,0.0658,0B,14,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q76.result
tpc-ds,q77,1,1,42,"HASH AGGREGATE (LOCAL, group by: [cs_call_center_sk, cs_sold_date_sk])",1441504,77.6ms,0.0776,11.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q77.result
tpc-ds,q77,1,2,61,"HASH JOIN (BROADCAST, INNER, eq: [ws_web_page_sk = wp_web_page_sk])",16401,38.4ms,0.0384,2.7MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q77.result
tpc-ds,q77,1,3,55,SCAN tpcds.web_sales,719106,13.7ms,0.0137,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q77.result
tpc-ds,q77,1,4,73,"HASH JOIN (BROADCAST, INNER, eq: [wr_web_page_sk = wp_web_page_sk])",1205,12.7ms,0.0127,129.3KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q77.result
tpc-ds,q77,1,5,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",61980,12.7ms,0.0127,6.5MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q77.result
tpc-ds,q78,1,1,47,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [ss_sold_year = cs_sold_year, ss_item_sk = cs_item_sk, ss_customer_sk = cs_customer_sk])",4365768,691.8ms,0.6918,458.5MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q78.result
tpc-ds,q78,1,2,31,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [ss_sold_year = ws_sold_year, ss_item_sk = ws_item_sk, ss_customer_sk = ws_customer_sk])",2435273,396.2ms,0.3962,187.2MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q78.result
tpc-ds,q78,1,3,19,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [ws_order_number = wr_order_number, ws_item_sk = wr_item_sk])",1582121,395.8ms,0.3958,57.5MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q78.result
tpc-ds,q78,1,4,4,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [ss_ticket_number = sr_ticket_number, ss_item_sk = sr_item_sk])",6218707,268.2ms,0.2682,180.5MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q78.result
tpc-ds,q78,1,5,10,"HASH AGGREGATE (LOCAL, group by: [ss_sold_year, ss_item_sk, ss_customer_sk])",4940231,197.6ms,0.1976,539.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q78.result
tpc-ds,q79,1,1,5,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_sold_date_sk = date_dim.d_date_sk])",226339,30.5ms,0.0305,7.1MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q79.result
tpc-ds,q79,1,2,12,"HASH AGGREGATE (LOCAL, group by: [ss_ticket_number, ss_customer_sk, ss_addr_sk, store.s_city])",81856,12.5ms,0.0125,7.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q79.result
tpc-ds,q79,1,3,2,SCAN tpcds.store_sales,2636740,9.7ms,0.0097,0B,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q79.result
tpc-ds,q79,1,4,11,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk])",83344,6.3ms,0.0063,10.8MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q79.result
tpc-ds,q79,1,5,8,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_store_sk = store.s_store_sk])",187212,5.9ms,0.0059,6.9MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q79.result
tpc-ds,q8,1,1,16,"HASH AGGREGATE (LOCAL, group by: [ca_zip])",53496,93.0ms,0.093,1.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q8.result
tpc-ds,q8,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",77503,79.1ms,0.0791,6.7MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q8.result
tpc-ds,q8,1,3,15,"HASH JOIN (PARTITIONED, INNER, eq: [ca_address_sk = c_current_addr_sk])",144856,56.6ms,0.0566,15.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q8.result
tpc-ds,q8,1,4,13,SCAN tpcds.customer,47428,22.7ms,0.0227,5.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q8.result
tpc-ds,q8,1,5,1,SCAN tpcds.store_sales,2685687,16.0ms,0.016,0B,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q8.result
tpc-ds,q80,1,1,4,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [ss_item_sk = sr_item_sk, ss_ticket_number = sr_ticket_number])",3515967,424.7ms,0.4247,197.1MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q80.result
tpc-ds,q80,1,2,26,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [cs_item_sk = cr_item_sk, cs_order_number = cr_order_number])",1861236,137.6ms,0.1376,102.9MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q80.result
tpc-ds,q80,1,3,49,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [ws_item_sk = wr_item_sk, ws_order_number = wr_order_number])",934346,101.7ms,0.1017,57.4MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q80.result
tpc-ds,q80,1,4,29,"HASH JOIN (BROADCAST, INNER, eq: [cs_promo_sk = p_promo_sk])",1401521,91.1ms,0.0911,8.7MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q80.result
tpc-ds,q80,1,5,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_promo_sk = p_promo_sk])",2600919,60.5ms,0.0605,9.4MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q80.result
tpc-ds,q81,1,1,49,NEST LOOP JOIN (CROSS),67906697,1.8s,1.8,1018.8KB,12,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q81.result
tpc-ds,q81,1,2,52,"HASH JOIN (BROADCAST, INNER, eq: [ca_address_sk = c_current_addr_sk, ctr1.ctr_customer_sk = c_customer_sk])",101320,898.4ms,0.8984,27.8MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q81.result
tpc-ds,q81,1,3,61,"TOP-N (limit=100) [c_customer_id ASC NULLS FIRST, c_salutation ASC NULLS FIRST, c_first_name ASC NULLS FIRST, c_last_name ASC NULLS FIRST, ca_street_number ASC NULLS FIRST, ca_street_name ASC NULLS FIRST, ca_street_type ASC NULLS FIRST, ca_suite_number ASC NULLS FIRST, ca_city ASC NULLS FIRST, ca_county ASC NULLS FIRST, ca_state ASC NULLS FIRST, ca_zip ASC NULLS FIRST, ca_country ASC NULLS FIRST, ca_gmt_offset ASC NULLS FIRST, ca_location_type ASC NULLS FIRST, ctr1.ctr_total_return ASC NULLS FIRST]",439,54.2ms,0.0542,63.0KB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q81.result
tpc-ds,q81,1,4,9,"HASH AGGREGATE (LOCAL, group by: [ctr_customer_sk, ctr_state])",56196,14.2ms,0.0142,4.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q81.result
tpc-ds,q81,1,5,59,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [ctr1.ctr_state = ctr2.ctr_state])",1711,3.1ms,0.0031,76.9KB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q81.result
tpc-ds,q82,1,1,11,"HASH AGGREGATE (LOCAL, group by: [i_item_id, i_item_desc, i_current_price])",8064,13.8ms,0.0138,1.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q82.result
tpc-ds,q82,1,2,10,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",8160,10.4ms,0.0104,9.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q82.result
tpc-ds,q82,1,3,3,SCAN tpcds.inventory,69430,6.9ms,0.0069,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q82.result
tpc-ds,q82,1,4,8,"HASH JOIN (BROADCAST, INNER, eq: [d_date_sk = inv_date_sk])",3325,4.0ms,0.004,4.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q82.result
tpc-ds,q82,1,5,6,"HASH JOIN (BROADCAST, INNER, eq: [inv_item_sk = i_item_sk])",1109,3.2ms,0.0032,3.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q82.result
tpc-ds,q83,1,1,7,"HASH JOIN (BROADCAST, INNER, eq: [wr_returned_date_sk = d_date_sk])",287783,278.1ms,0.2781,43.0MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q83.result
tpc-ds,q83,1,2,29,"HASH JOIN (BROADCAST, INNER, eq: [cr_returned_date_sk = d_date_sk])",363214,61.2ms,0.0612,42.7MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q83.result
tpc-ds,q83,1,3,48,"HASH JOIN (BROADCAST, INNER, eq: [sr_item_sk = i_item_sk])",331502,49.6ms,0.0496,14.7MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q83.result
tpc-ds,q83,1,4,26,"HASH JOIN (BROADCAST, INNER, eq: [cr_item_sk = i_item_sk])",198067,43.1ms,0.0431,15.4MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q83.result
tpc-ds,q83,1,5,51,"HASH JOIN (BROADCAST, INNER, eq: [sr_returned_date_sk = d_date_sk])",496649,42.7ms,0.0427,42.9MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q83.result
tpc-ds,q84,1,1,3,SCAN tpcds.customer,17698,4.0ms,0.004,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q84.result
tpc-ds,q84,1,2,14,"HASH JOIN (BROADCAST, INNER, eq: [cd_demo_sk = c_current_cdemo_sk])",816,1.7ms,0.0017,5.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q84.result
tpc-ds,q84,1,3,12,"HASH JOIN (BROADCAST, INNER, eq: [c_current_hdemo_sk = hd_demo_sk])",4524,1.2ms,0.0012,4.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q84.result
tpc-ds,q84,1,4,16,"HASH JOIN (BROADCAST, INNER, eq: [sr_cdemo_sk = cd_demo_sk])",637,1.1ms,0.0011,5.5MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q84.result
tpc-ds,q84,1,5,2,SCAN tpcds.customer_demographics,118981,394.8us,0.0003948,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q84.result
tpc-ds,q85,1,1,12,"PROJECT [wr_item_sk, wr_refunded_cdemo_sk, wr_refunded_addr_sk, wr_returning_cdemo_sk, wr_reason_sk, wr_order_number, wr_fee, wr_refunded_cash, ca_address_sk, ca_state, ca_country, ca_country = 'United States' AS __cse_0]",37797,84.4ms,0.0844,355.3KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q85.result
tpc-ds,q85,1,2,13,"HASH JOIN (BROADCAST, INNER, eq: [ws_item_sk = wr_item_sk, ws_order_number = wr_order_number])",38092,16.4ms,0.0164,19.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q85.result
tpc-ds,q85,1,3,10,"HASH JOIN (BROADCAST, INNER, eq: [wr_refunded_addr_sk = ca_address_sk])",41243,14.8ms,0.0148,13.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q85.result
tpc-ds,q85,1,4,15,"HASH JOIN (BROADCAST, INNER, eq: [cd2.cd_demo_sk = wr_returning_cdemo_sk])",965,12.8ms,0.0128,4.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q85.result
tpc-ds,q85,1,5,17,"HASH JOIN (BROADCAST, INNER, eq: [cd1.cd_demo_sk = wr_refunded_cdemo_sk, cd1.cd_marital_status = cd2.cd_marital_status, cd1.cd_education_status = cd2.cd_education_status])",256,3.6ms,0.0036,1.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q85.result
tpc-ds,q86,1,1,10,"HASH AGGREGATE (LOCAL, group by: [i_category, i_class, __grouping_fn_0, __grouping_fn_1, __grouping_fn_2, __grouping_fn_3, __grouping_fn_4])",426945,8.0ms,0.008,3.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q86.result
tpc-ds,q86,1,2,7,"HASH JOIN (BROADCAST, INNER, eq: [ws_item_sk = i_item_sk])",196182,5.2ms,0.0052,18.7MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q86.result
tpc-ds,q86,1,3,4,"HASH JOIN (BROADCAST, INNER, eq: [ws_sold_date_sk = d1.d_date_sk])",143280,2.5ms,0.0025,5.7MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q86.result
tpc-ds,q86,1,4,8,"PROJECT [i_category, i_class, ws_net_paid, i_category AS __repeat_group_key_0, i_class AS __repeat_group_key_1]",142182,1.8ms,0.0018,2.3MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q86.result
tpc-ds,q86,1,5,9,REPEAT (3 grouping sets),426546,1.5ms,0.0015,186.4KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q86.result
tpc-ds,q87,1,1,30,"HASH JOIN (BROADCAST, INNER, eq: [web_sales.ws_bill_customer_sk = customer.c_customer_sk])",442164,290.9ms,0.2909,66.6MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q87.result
tpc-ds,q87,1,2,18,"HASH JOIN (BROADCAST, INNER, eq: [catalog_sales.cs_bill_customer_sk = customer.c_customer_sk])",586844,94.1ms,0.0941,68.6MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q87.result
tpc-ds,q87,1,3,7,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_customer_sk = customer.c_customer_sk])",840806,63.3ms,0.0633,68.4MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q87.result
tpc-ds,q87,1,4,8,"PROJECT [c_last_name, c_first_name, d_date]",540806,51.2ms,0.0512,973.5KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q87.result
tpc-ds,q87,1,5,9,"HASH AGGREGATE (LOCAL, group by: [c_last_name, c_first_name, d_date])",590114,40.9ms,0.0409,5.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q87.result
tpc-ds,q88,1,1,99,"HASH JOIN (BROADCAST, INNER, eq: [ss_hdemo_sk = household_demographics.hd_demo_sk])",711585,248.1ms,0.2481,8.3MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q88.result
tpc-ds,q88,1,2,35,"HASH JOIN (BROADCAST, INNER, eq: [ss_hdemo_sk = household_demographics.hd_demo_sk])",711585,217.6ms,0.2176,8.3MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q88.result
tpc-ds,q88,1,3,115,"HASH JOIN (BROADCAST, INNER, eq: [ss_hdemo_sk = household_demographics.hd_demo_sk])",711585,205.4ms,0.2054,8.4MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q88.result
tpc-ds,q88,1,4,19,"HASH JOIN (BROADCAST, INNER, eq: [ss_hdemo_sk = household_demographics.hd_demo_sk])",711585,199.2ms,0.1992,7.7MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q88.result
tpc-ds,q88,1,5,83,"HASH JOIN (BROADCAST, INNER, eq: [ss_hdemo_sk = household_demographics.hd_demo_sk])",711585,175.3ms,0.1753,8.3MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q88.result
tpc-ds,q89,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",210656,66.9ms,0.0669,18.9MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q89.result
tpc-ds,q89,1,2,11,"HASH AGGREGATE (LOCAL, group by: [i_category, i_class, i_brand, s_store_name, s_company_name, d_moy])",45665,57.0ms,0.057,3.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q89.result
tpc-ds,q89,1,3,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",41810,23.9ms,0.0239,1.8MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q89.result
tpc-ds,q89,1,4,10,"HASH JOIN (BROADCAST, INNER, eq: [ss_store_sk = s_store_sk])",40751,9.4ms,0.0094,594.0KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q89.result
tpc-ds,q89,1,5,1,SCAN tpcds.store_sales,2685687,7.9ms,0.0079,0B,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q89.result
tpc-ds,q9,1,1,18,HASH AGGREGATE (LOCAL),12,867.9us,0.0008679,1.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q9.result
tpc-ds,q9,1,2,95,HASH AGGREGATE (LOCAL),12,778.6us,0.0007786,1.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q9.result
